Fetching data for NSE:DIXON-EQ from Dec 11, 2025 to Jan 31, 2026...
Fetching 2025-12-11 to 2025-12-31...
  Fetched 1750 candles.
Fetching 2026-01-01 to 2026-01-31...
  Fetched 2500 candles.
Total Fetched Candles: 4250

--- TRADES ---
ID    | Time                 | Action          | Price      | PnL        | Notes
177   | 2026-01-12 10:30:00  | ENTER SHORT     | 11770.00   | 0.00       | Reversal Entry (Close 11770 < VWAP 11782.40)
177   | 2026-01-12 10:48:00  | EXIT (SL)       | 11810.00   | -40.00     | SL Hit (Close 11810 >= SL 11780.36)
178   | 2026-01-12 10:48:00  | ENTER LONG      | 11810.00   | 0.00       | SL Reversal Entry
178   | 2026-01-12 10:57:00  | EXIT (Reversal) | 11772.00   | -38.00     | Reversed to SHORT
179   | 2026-01-12 10:57:00  | ENTER SHORT     | 11772.00   | 0.00       | Reversal Entry (Close 11772 < VWAP 11781.90)
179   | 2026-01-12 11:57:00  | EXIT (SL)       | 11778.00   | -6.00      | SL Hit (Close 11778 >= SL 11776.14)
180   | 2026-01-12 11:57:00  | ENTER LONG      | 11778.00   | 0.00       | SL Reversal Entry
180   | 2026-01-12 12:03:00  | EXIT (Reversal) | 11775.00   | -3.00      | Reversed to SHORT
181   | 2026-01-12 12:03:00  | ENTER SHORT     | 11775.00   | 0.00       | Reversal Entry (Close 11775 < VWAP 11776.14)
181   | 2026-01-12 12:06:00  | EXIT (Reversal) | 11784.00   | -9.00      | Reversed to LONG
182   | 2026-01-12 12:06:00  | ENTER LONG      | 11784.00   | 0.00       | Reversal Entry (Close 11784 > VWAP 11776.21)
182   | 2026-01-12 14:33:00  | EXIT (SL)       | 11792.00   | 8.00       | SL Hit (Close 11792 <= SL 11795.97)
183   | 2026-01-12 14:33:00  | ENTER SHORT     | 11792.00   | 0.00       | SL Reversal Entry
183   | 2026-01-12 14:36:00  | EXIT (SL)       | 11828.00   | -36.00     | SL Hit (Close 11828 >= SL 11811.00)
184   | 2026-01-12 14:36:00  | ENTER LONG      | 11828.00   | 0.00       | SL Reversal Entry
184   | 2026-01-12 15:00:00  | EXIT (Square Off) | 11857.00   | 29.00      | Auto Square Off at 15:00:00
185   | 2026-01-13 09:15:00  | ENTER LONG      | 11928.00   | 0.00       | Fresh Entry (Close 11928 > VWAP 11916.67)
185   | 2026-01-13 09:18:00  | EXIT (Reversal) | 11885.00   | -43.00     | Reversed to SHORT
186   | 2026-01-13 09:18:00  | ENTER SHORT     | 11885.00   | 0.00       | Reversal Entry (Close 11885 < VWAP 11908.65)
186   | 2026-01-13 15:00:00  | EXIT (Square Off) | 11242.00   | 643.00     | Auto Square Off at 15:00:00
187   | 2026-01-14 09:15:00  | ENTER LONG      | 11371.00   | 0.00       | Fresh Entry (Close 11371 > VWAP 11327.33)
187   | 2026-01-14 10:06:00  | EXIT (SL)       | 11430.00   | 59.00      | SL Hit (Close 11430 <= SL 11435.17)
188   | 2026-01-14 10:06:00  | ENTER SHORT     | 11430.00   | 0.00       | SL Reversal Entry
188   | 2026-01-14 10:09:00  | EXIT (Reversal) | 11443.00   | -13.00     | Reversed to LONG
189   | 2026-01-14 10:09:00  | ENTER LONG      | 11443.00   | 0.00       | Reversal Entry (Close 11443 > VWAP 11435.37)
189   | 2026-01-14 10:12:00  | EXIT (Reversal) | 11427.00   | -16.00     | Reversed to SHORT
190   | 2026-01-14 10:12:00  | ENTER SHORT     | 11427.00   | 0.00       | Reversal Entry (Close 11427 < VWAP 11435.34)
190   | 2026-01-14 15:00:00  | EXIT (Square Off) | 11132.00   | 295.00     | Auto Square Off at 15:00:00
191   | 2026-01-16 09:15:00  | ENTER LONG      | 11080.00   | 0.00       | Fresh Entry (Close 11080 > VWAP 11071.33)
191   | 2026-01-16 09:54:00  | EXIT (SL)       | 11134.00   | 54.00      | SL Hit (Close 11134 <= SL 11150.40)
192   | 2026-01-16 09:54:00  | ENTER SHORT     | 11134.00   | 0.00       | SL Reversal Entry
192   | 2026-01-16 10:15:00  | EXIT (SL)       | 11143.00   | -9.00      | SL Hit (Close 11143 >= SL 11142.19)
193   | 2026-01-16 10:15:00  | ENTER LONG      | 11143.00   | 0.00       | SL Reversal Entry
193   | 2026-01-16 10:21:00  | EXIT (Reversal) | 11142.00   | -1.00      | Reversed to SHORT
194   | 2026-01-16 10:21:00  | ENTER SHORT     | 11142.00   | 0.00       | Reversal Entry (Close 11142 < VWAP 11142.17)
194   | 2026-01-16 10:27:00  | EXIT (Reversal) | 11142.00   | 0.00       | Reversed to LONG
195   | 2026-01-16 10:27:00  | ENTER LONG      | 11142.00   | 0.00       | Reversal Entry (Close 11142 > VWAP 11141.99)
195   | 2026-01-16 10:36:00  | EXIT (SL)       | 11072.00   | -70.00     | SL Hit (Close 11072 <= SL 11115.00)
196   | 2026-01-16 10:36:00  | ENTER SHORT     | 11072.00   | 0.00       | SL Reversal Entry
196   | 2026-01-16 15:00:00  | EXIT (Square Off) | 10752.00   | 320.00     | Auto Square Off at 15:00:00
197   | 2026-01-19 09:15:00  | ENTER LONG      | 10757.00   | 0.00       | Fresh Entry (Close 10757 > VWAP 10702.67)
197   | 2026-01-19 09:39:00  | EXIT (SL)       | 10762.00   | 5.00       | SL Hit (Close 10762 <= SL 10780.21)
198   | 2026-01-19 09:39:00  | ENTER SHORT     | 10762.00   | 0.00       | SL Reversal Entry
198   | 2026-01-19 09:42:00  | EXIT (Reversal) | 10789.00   | -27.00     | Reversed to LONG
199   | 2026-01-19 09:42:00  | ENTER LONG      | 10789.00   | 0.00       | Reversal Entry (Close 10789 > VWAP 10779.86)
199   | 2026-01-19 09:45:00  | EXIT (SL)       | 10751.00   | -38.00     | SL Hit (Close 10751 <= SL 10758.00)
200   | 2026-01-19 09:45:00  | ENTER SHORT     | 10751.00   | 0.00       | SL Reversal Entry
200   | 2026-01-19 09:48:00  | EXIT (Reversal) | 10779.00   | -28.00     | Reversed to LONG
201   | 2026-01-19 09:48:00  | ENTER LONG      | 10779.00   | 0.00       | Reversal Entry (Close 10779 > VWAP 10778.87)
201   | 2026-01-19 10:36:00  | EXIT (SL)       | 10774.00   | -5.00      | SL Hit (Close 10774 <= SL 10796.70)
202   | 2026-01-19 10:36:00  | ENTER SHORT     | 10774.00   | 0.00       | SL Reversal Entry
202   | 2026-01-19 10:39:00  | EXIT (Reversal) | 10808.00   | -34.00     | Reversed to LONG
203   | 2026-01-19 10:39:00  | ENTER LONG      | 10808.00   | 0.00       | Reversal Entry (Close 10808 > VWAP 10796.38)
203   | 2026-01-19 12:06:00  | EXIT (SL)       | 10830.00   | 22.00      | SL Hit (Close 10830 <= SL 10844.41)
204   | 2026-01-19 12:06:00  | ENTER SHORT     | 10830.00   | 0.00       | SL Reversal Entry
204   | 2026-01-19 12:09:00  | EXIT (Reversal) | 10865.00   | -35.00     | Reversed to LONG
205   | 2026-01-19 12:09:00  | ENTER LONG      | 10865.00   | 0.00       | Reversal Entry (Close 10865 > VWAP 10845.59)
205   | 2026-01-19 13:09:00  | EXIT (SL)       | 10844.00   | -21.00     | SL Hit (Close 10844 <= SL 10849.42)
206   | 2026-01-19 13:09:00  | ENTER SHORT     | 10844.00   | 0.00       | SL Reversal Entry
206   | 2026-01-19 13:12:00  | EXIT (Reversal) | 10850.00   | -6.00      | Reversed to LONG
207   | 2026-01-19 13:12:00  | ENTER LONG      | 10850.00   | 0.00       | Reversal Entry (Close 10850 > VWAP 10849.53)
207   | 2026-01-19 15:00:00  | EXIT (Square Off) | 11030.00   | 180.00     | Auto Square Off at 15:00:00
208   | 2026-01-20 09:15:00  | ENTER LONG      | 11120.00   | 0.00       | Fresh Entry (Close 11120 > VWAP 11085.00)
208   | 2026-01-20 09:18:00  | EXIT (Reversal) | 11090.00   | -30.00     | Reversed to SHORT
209   | 2026-01-20 09:18:00  | ENTER SHORT     | 11090.00   | 0.00       | Reversal Entry (Close 11090 < VWAP 11090.14)
209   | 2026-01-20 10:09:00  | EXIT (SL)       | 11018.00   | 72.00      | SL Hit (Close 11018 >= SL 11017.03)
210   | 2026-01-20 10:09:00  | ENTER LONG      | 11018.00   | 0.00       | SL Reversal Entry
210   | 2026-01-20 10:12:00  | EXIT (SL)       | 10975.00   | -43.00     | SL Hit (Close 10975 <= SL 10980.00)
211   | 2026-01-20 10:12:00  | ENTER SHORT     | 10975.00   | 0.00       | SL Reversal Entry
211   | 2026-01-20 15:00:00  | EXIT (Square Off) | 10711.00   | 264.00     | Auto Square Off at 15:00:00
212   | 2026-01-21 09:15:00  | ENTER LONG      | 10729.00   | 0.00       | Fresh Entry (Close 10729 > VWAP 10721.67)
212   | 2026-01-21 09:18:00  | EXIT (Reversal) | 10699.00   | -30.00     | Reversed to SHORT
213   | 2026-01-21 09:18:00  | ENTER SHORT     | 10699.00   | 0.00       | Reversal Entry (Close 10699 < VWAP 10723.93)
213   | 2026-01-21 11:54:00  | EXIT (SL)       | 10469.00   | 230.00     | SL Hit (Close 10469 >= SL 10467.29)
214   | 2026-01-21 11:54:00  | ENTER LONG      | 10469.00   | 0.00       | SL Reversal Entry
214   | 2026-01-21 11:57:00  | EXIT (Reversal) | 10434.00   | -35.00     | Reversed to SHORT
215   | 2026-01-21 11:57:00  | ENTER SHORT     | 10434.00   | 0.00       | Reversal Entry (Close 10434 < VWAP 10466.46)
215   | 2026-01-21 12:03:00  | EXIT (SL)       | 10473.00   | -39.00     | SL Hit (Close 10473 >= SL 10470.00)
216   | 2026-01-21 12:03:00  | ENTER LONG      | 10473.00   | 0.00       | SL Reversal Entry
216   | 2026-01-21 14:12:00  | EXIT (SL)       | 10497.00   | 24.00      | SL Hit (Close 10497 <= SL 10512.19)
217   | 2026-01-21 14:12:00  | ENTER SHORT     | 10497.00   | 0.00       | SL Reversal Entry
217   | 2026-01-21 14:15:00  | EXIT (Reversal) | 10524.00   | -27.00     | Reversed to LONG
218   | 2026-01-21 14:15:00  | ENTER LONG      | 10524.00   | 0.00       | Reversal Entry (Close 10524 > VWAP 10512.06)
218   | 2026-01-21 14:21:00  | EXIT (Reversal) | 10509.00   | -15.00     | Reversed to SHORT
219   | 2026-01-21 14:21:00  | ENTER SHORT     | 10509.00   | 0.00       | Reversal Entry (Close 10509 < VWAP 10512.07)
219   | 2026-01-21 14:39:00  | EXIT (SL)       | 10527.00   | -18.00     | SL Hit (Close 10527 >= SL 10511.57)
220   | 2026-01-21 14:39:00  | ENTER LONG      | 10527.00   | 0.00       | SL Reversal Entry
220   | 2026-01-21 15:00:00  | EXIT (Square Off) | 10507.00   | -20.00     | Auto Square Off at 15:00:00
221   | 2026-01-22 09:15:00  | ENTER LONG      | 10686.00   | 0.00       | Fresh Entry (Close 10686 > VWAP 10668.67)
221   | 2026-01-22 09:24:00  | EXIT (Reversal) | 10680.00   | -6.00      | Reversed to SHORT
222   | 2026-01-22 09:24:00  | ENTER SHORT     | 10680.00   | 0.00       | Reversal Entry (Close 10680 < VWAP 10683.11)
222   | 2026-01-22 09:27:00  | EXIT (Reversal) | 10700.00   | -20.00     | Reversed to LONG
223   | 2026-01-22 09:27:00  | ENTER LONG      | 10700.00   | 0.00       | Reversal Entry (Close 10700 > VWAP 10684.68)
223   | 2026-01-22 09:30:00  | EXIT (Reversal) | 10676.00   | -24.00     | Reversed to SHORT
224   | 2026-01-22 09:30:00  | ENTER SHORT     | 10676.00   | 0.00       | Reversal Entry (Close 10676 < VWAP 10684.70)
224   | 2026-01-22 15:00:00  | EXIT (Square Off) | 10492.00   | 184.00     | Auto Square Off at 15:00:00
225   | 2026-01-23 09:15:00  | ENTER SHORT     | 10511.00   | 0.00       | Fresh Entry (Close 10511 < VWAP 10531.00)
225   | 2026-01-23 09:18:00  | EXIT (Reversal) | 10547.00   | -36.00     | Reversed to LONG
226   | 2026-01-23 09:18:00  | ENTER LONG      | 10547.00   | 0.00       | Reversal Entry (Close 10547 > VWAP 10532.23)
226   | 2026-01-23 09:33:00  | EXIT (Reversal) | 10539.00   | -8.00      | Reversed to SHORT
227   | 2026-01-23 09:33:00  | ENTER SHORT     | 10539.00   | 0.00       | Reversal Entry (Close 10539 < VWAP 10549.54)
227   | 2026-01-23 09:51:00  | EXIT (SL)       | 10540.00   | -1.00      | SL Hit (Close 10540 >= SL 10538.01)
228   | 2026-01-23 09:51:00  | ENTER LONG      | 10540.00   | 0.00       | SL Reversal Entry
228   | 2026-01-23 10:45:00  | EXIT (SL)       | 10544.00   | 4.00       | SL Hit (Close 10544 <= SL 10589.00)
229   | 2026-01-23 10:45:00  | ENTER SHORT     | 10544.00   | 0.00       | SL Reversal Entry
229   | 2026-01-23 15:00:00  | EXIT (Square Off) | 10384.00   | 160.00     | Auto Square Off at 15:00:00
230   | 2026-01-27 09:15:00  | ENTER SHORT     | 10258.00   | 0.00       | Fresh Entry (Close 10258 < VWAP 10297.00)
230   | 2026-01-27 09:33:00  | EXIT (SL)       | 10197.00   | 61.00      | SL Hit (Close 10197 >= SL 10175.47)
231   | 2026-01-27 09:33:00  | ENTER LONG      | 10197.00   | 0.00       | SL Reversal Entry
231   | 2026-01-27 10:06:00  | EXIT (SL)       | 10175.00   | -22.00     | SL Hit (Close 10175 <= SL 10189.27)
232   | 2026-01-27 10:06:00  | ENTER SHORT     | 10175.00   | 0.00       | SL Reversal Entry
232   | 2026-01-27 10:09:00  | EXIT (Reversal) | 10190.00   | -15.00     | Reversed to LONG
233   | 2026-01-27 10:09:00  | ENTER LONG      | 10190.00   | 0.00       | Reversal Entry (Close 10190 > VWAP 10188.38)
233   | 2026-01-27 10:18:00  | EXIT (Reversal) | 10178.00   | -12.00     | Reversed to SHORT
234   | 2026-01-27 10:18:00  | ENTER SHORT     | 10178.00   | 0.00       | Reversal Entry (Close 10178 < VWAP 10188.96)
234   | 2026-01-27 14:39:00  | EXIT (SL)       | 10172.00   | 6.00       | SL Hit (Close 10172 >= SL 10110.71)
235   | 2026-01-27 14:39:00  | ENTER LONG      | 10172.00   | 0.00       | SL Reversal Entry
235   | 2026-01-27 15:00:00  | EXIT (Square Off) | 10152.00   | -20.00     | Auto Square Off at 15:00:00
236   | 2026-01-28 09:15:00  | ENTER LONG      | 10295.00   | 0.00       | Fresh Entry (Close 10295 > VWAP 10278.00)
236   | 2026-01-28 09:24:00  | EXIT (Reversal) | 10249.00   | -46.00     | Reversed to SHORT
237   | 2026-01-28 09:24:00  | ENTER SHORT     | 10249.00   | 0.00       | Reversal Entry (Close 10249 < VWAP 10277.99)
237   | 2026-01-28 11:09:00  | EXIT (SL)       | 10154.00   | 95.00      | SL Hit (Close 10154 >= SL 10147.32)
238   | 2026-01-28 11:09:00  | ENTER LONG      | 10154.00   | 0.00       | SL Reversal Entry
238   | 2026-01-28 15:00:00  | EXIT (Square Off) | 10284.00   | 130.00     | Auto Square Off at 15:00:00
239   | 2026-01-29 09:15:00  | ENTER LONG      | 10336.00   | 0.00       | Fresh Entry (Close 10336 > VWAP 10334.00)
239   | 2026-01-29 09:21:00  | EXIT (Reversal) | 10281.00   | -55.00     | Reversed to SHORT
240   | 2026-01-29 09:21:00  | ENTER SHORT     | 10281.00   | 0.00       | Reversal Entry (Close 10281 < VWAP 10330.32)
240   | 2026-01-29 09:27:00  | EXIT (SL)       | 10361.00   | -80.00     | SL Hit (Close 10361 >= SL 10359.00)
241   | 2026-01-29 09:27:00  | ENTER LONG      | 10361.00   | 0.00       | SL Reversal Entry
241   | 2026-01-29 09:30:00  | EXIT (Reversal) | 10315.00   | -46.00     | Reversed to SHORT
242   | 2026-01-29 09:30:00  | ENTER SHORT     | 10315.00   | 0.00       | Reversal Entry (Close 10315 < VWAP 10323.93)
242   | 2026-01-29 11:21:00  | EXIT (SL)       | 10220.00   | 95.00      | SL Hit (Close 10220 >= SL 10217.65)
243   | 2026-01-29 11:21:00  | ENTER LONG      | 10220.00   | 0.00       | SL Reversal Entry
243   | 2026-01-29 11:24:00  | EXIT (SL)       | 10180.00   | -40.00     | SL Hit (Close 10180 <= SL 10190.00)
244   | 2026-01-29 11:24:00  | ENTER SHORT     | 10180.00   | 0.00       | SL Reversal Entry
244   | 2026-01-29 13:30:00  | EXIT (SL)       | 10219.00   | -39.00     | SL Hit (Close 10219 >= SL 10203.27)
245   | 2026-01-29 13:30:00  | ENTER LONG      | 10219.00   | 0.00       | SL Reversal Entry
245   | 2026-01-29 15:00:00  | EXIT (Square Off) | 10309.00   | 90.00      | Auto Square Off at 15:00:00
246   | 2026-01-30 09:15:00  | ENTER LONG      | 10213.00   | 0.00       | Fresh Entry (Close 10213 > VWAP 10092.33)
246   | 2026-01-30 11:36:00  | EXIT (SL)       | 10588.00   | 375.00     | SL Hit (Close 10588 <= SL 10603.73)
247   | 2026-01-30 11:36:00  | ENTER SHORT     | 10588.00   | 0.00       | SL Reversal Entry
247   | 2026-01-30 11:39:00  | EXIT (SL)       | 10628.00   | -40.00     | SL Hit (Close 10628 >= SL 10617.00)
248   | 2026-01-30 11:39:00  | ENTER LONG      | 10628.00   | 0.00       | SL Reversal Entry
248   | 2026-01-30 11:45:00  | EXIT (SL)       | 10584.00   | -44.00     | SL Hit (Close 10584 <= SL 10584.00)
249   | 2026-01-30 11:45:00  | ENTER SHORT     | 10584.00   | 0.00       | SL Reversal Entry
249   | 2026-01-30 15:00:00  | EXIT (Square Off) | 10432.00   | 152.00     | Auto Square Off at 15:00:00

--- SUMMARY ---
Total Trades: 498
Total Cumulative PnL: 4263.00
